Time,Node,Type,Destination,Retransmitter,Metric,SeqNumber
+2312640513.0ns,39,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:15,3548,10
+2312641372.0ns,43,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:2a,4472,9
+2313702094.0ns,59,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:2c,5424,9
+2313703047.0ns,31,Add Reactive,00:00:00:00:00:16,00:00:00:00:00:21,4719,6
+2314784427.0ns,32,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:3c,4650,8
+2315845455.0ns,28,Add Reactive,00:00:00:00:00:2c,00:00:00:00:00:20,2041,5
+2315846609.0ns,33,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:36,161,6
+2316967036.0ns,49,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:22,276,6
+2317990673.0ns,20,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:16,2661,8
+2318048727.0ns,0,Add Reactive,00:00:00:00:00:2c,00:00:00:00:00:1d,2928,5
+2319071324.0ns,39,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:15,3548,8
+2319110540.0ns,50,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:32,1261,6
+2320131810.0ns,41,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:28,4435,10
+2320231111.0ns,28,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:33,2148,6
+2321193774.0ns,20,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:16,1099,12
+2321311606.0ns,0,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:1d,3035,6
+2322274425.0ns,39,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:15,1986,12
+2322522209.0ns,19,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:0d,1549,3
+2322522209.0ns,19,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:0d,58,3
+2322522215.0ns,27,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:0d,1565,3
+2322522272.0ns,29,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:0d,1557,3
+2323308795.0ns,12,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:14,91,5
+2323354911.0ns,41,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:28,4435,8
+2324369979.0ns,12,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:1c,73,6
+2324415394.0ns,43,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:2a,3743,10
+2325476675.0ns,32,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:3c,5489,9
+2325478476.0ns,12,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:1e,55,5
+2326540955.0ns,28,Add Reactive,00:00:00:00:00:08,00:00:00:00:00:20,5129,6
+2327437614.0ns,1,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:03,1073,3
+2327437614.0ns,1,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:03,82,3
+2327437614.0ns,1,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:03,1073,3
+2327437621.0ns,4,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:03,1072,3
+2327437621.0ns,4,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:03,1072,3
+2327437667.0ns,14,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:03,1054,3
+2327437667.0ns,14,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:03,1054,3
+2327437700.0ns,16,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:03,1046,3
+2327437700.0ns,16,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:03,1046,3
+2327661450.0ns,0,Add Reactive,00:00:00:00:00:08,00:00:00:00:00:1d,6016,6
+2328224135.0ns,2,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:05,897,11
+2328724095.0ns,15,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:0d,224,5
+2329306527.0ns,43,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:2a,5359,10
+2329844765.0ns,53,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:10,332,5
+2330593995.0ns,41,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:28,2873,12
+2330594143.0ns,2,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:0f,97,13
+2331656524.0ns,5,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:03,1784,11
+2332445450.0ns,33,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:36,385,5
+2332718363.0ns,43,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:2a,5359,8
+2333545877.0ns,49,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:22,500,5
+2333779329.0ns,43,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:2a,3797,12
+2334606556.0ns,50,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:32,1485,5
+2334842177.0ns,5,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:03,984,13
+2335707127.0ns,28,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:33,2372,5
+2335902685.0ns,21,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:06,2671,11
+2336787622.0ns,0,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:1d,3259,5
+2336963181.0ns,20,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:16,3558,11
+2337850267.0ns,15,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:0d,206,6
+2338043832.0ns,39,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:15,4445,11
+2338930937.0ns,53,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:10,314,6
+2339125413.0ns,59,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:2c,4695,10
+2340187700.0ns,21,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:06,1871,13
+2340188108.0ns,33,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:36,367,6
+2341249248.0ns,41,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:28,5332,11
+2341250323.0ns,59,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:2c,6311,10
+2341251149.0ns,28,Add Reactive,00:00:00:00:00:15,00:00:00:00:00:20,4739,7
+2342313001.0ns,49,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:22,482,6
+2342313050.0ns,32,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:3c,4760,10
+2342313398.0ns,15,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:0d,188,5
+2342314164.0ns,2,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:11,178,9
+2343375669.0ns,0,Add Reactive,00:00:00:00:00:15,00:00:00:00:00:1d,5626,7
+2343377723.0ns,20,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:16,2758,13
+2344439902.0ns,2,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:02,889,9
+2345502607.0ns,32,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:3c,6376,10
+2345503725.0ns,5,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:03,1065,9
+2346565253.0ns,50,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:32,1467,6
+2346565390.0ns,53,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:10,296,5
+2346566785.0ns,28,Add Reactive,00:00:00:00:00:19,00:00:00:00:00:20,4812,7
+2347627927.0ns,28,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:33,2354,6
+2347629441.0ns,59,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:2c,6311,8
+2347629753.0ns,39,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:15,3645,13
+2348691494.0ns,32,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:3c,6376,8
+2348692189.0ns,5,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:03,1776,9
+2349754627.0ns,59,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:2c,4749,12
+2349755552.0ns,0,Add Reactive,00:00:00:00:00:19,00:00:00:00:00:1d,5699,7
+2350816998.0ns,28,Add Reactive,00:00:00:00:00:16,00:00:00:00:00:20,5626,6
+2350817398.0ns,33,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:36,349,5
+2351878929.0ns,0,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:1d,3241,6
+2351879914.0ns,41,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:28,4532,13
+2351880374.0ns,21,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:06,1952,9
+2352943576.0ns,49,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:22,464,5
+2354006305.0ns,21,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:06,2663,9
+2354025752.0ns,50,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:32,1449,5
+2355086801.0ns,20,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:16,2839,9
+2355106818.0ns,0,Add Reactive,00:00:00:00:00:16,00:00:00:00:00:1d,6513,6
+2356147452.0ns,39,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:15,3726,9
+2356167901.0ns,28,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:33,2336,5
+2357249010.0ns,20,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:16,3550,9
+2357249204.0ns,31,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:21,4767,8
+2358310272.0ns,0,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:1d,3223,5
+2358311463.0ns,43,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:2a,6256,11
+2359373138.0ns,31,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:21,5606,9
+2359373195.0ns,59,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:2c,7208,11
+2359373603.0ns,39,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:15,4437,9
+2360456112.0ns,28,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:20,5674,8
+2361392718.0ns,58,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:19,891,3
+2361392718.0ns,58,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:19,891,3
+2361536607.0ns,0,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:1d,6561,8
+2362199190.0ns,24,Add Reactive,00:00:00:00:00:3b,00:00:00:00:00:3b,887,7
+2362658053.0ns,28,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:20,6513,9
+2363426641.0ns,20,Add Reactive,00:00:00:00:00:3b,00:00:00:00:00:19,960,7
+2363738548.0ns,0,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:1d,7400,9
+2364527292.0ns,39,Add Reactive,00:00:00:00:00:3b,00:00:00:00:00:15,1847,7
+2364947524.0ns,36,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:33,244,3
+2364947524.0ns,36,Add Reactive,00:00:00:00:00:33,00:00:00:00:00:33,132,3
+2364947524.0ns,36,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:33,244,3
+2364947739.0ns,49,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:33,207,3
+2364947739.0ns,49,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:33,207,3
+2365647778.0ns,41,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:28,4613,9
+2365694418.0ns,50,Add Reactive,00:00:00:00:00:32,00:00:00:00:00:32,985,4
+2366755346.0ns,50,Add Reactive,00:00:00:00:00:25,00:00:00:00:00:25,887,5
+2366756883.0ns,32,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:3c,4814,12
+2367818959.0ns,41,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:28,5324,9
+2367858838.0ns,28,Add Reactive,00:00:00:00:00:32,00:00:00:00:00:33,1872,4
+2368919333.0ns,0,Add Reactive,00:00:00:00:00:32,00:00:00:00:00:1d,2759,4
+2369980416.0ns,28,Add Reactive,00:00:00:00:00:25,00:00:00:00:00:33,1774,5
+2370604519.0ns,41,Add Reactive,00:00:00:00:00:3b,00:00:00:00:00:28,2734,7
+2371251288.0ns,13,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:1c,1700,3
+2371725002.0ns,43,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:2a,5456,13
+2372165994.0ns,19,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:10,1312,3
+2372165994.0ns,19,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:10,89,3
+2372165994.0ns,19,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:10,1312,3
+2372166198.0ns,12,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:10,1296,3
+2372166198.0ns,12,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:10,1296,3
+2372167255.0ns,33,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:32,260,3
+2372167255.0ns,33,Add Reactive,00:00:00:00:00:32,00:00:00:00:00:32,53,3
+2372167255.0ns,33,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:32,260,3
+2372167551.0ns,56,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:32,263,3
+2372167551.0ns,56,Add Reactive,00:00:00:00:00:32,00:00:00:00:00:32,56,3
+2372167551.0ns,56,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:32,263,3
+2372954274.0ns,49,Add Reactive,00:00:00:00:00:39,00:00:00:00:00:39,944,6
+2372954519.0ns,0,Add Reactive,00:00:00:00:00:25,00:00:00:00:00:1d,2661,5
+2372955037.0ns,15,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:14,114,6
+2372955567.0ns,59,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:2c,6408,13
+2374018245.0ns,49,Add Reactive,00:00:00:00:00:22,00:00:00:00:00:22,115,7
+2374018553.0ns,27,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:0e,77,4
+2375015937.0ns,37,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:3b,1096,3
+2375015937.0ns,37,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:3b,1096,3
+2375120280.0ns,53,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:10,222,6
+2375121451.0ns,50,Add Reactive,00:00:00:00:00:39,00:00:00:00:00:32,1929,6
+2375802459.0ns,58,Add Reactive,00:00:00:00:00:26,00:00:00:00:00:26,887,7
+2376184334.0ns,12,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:1c,150,4
+2376902931.0ns,24,Add Reactive,00:00:00:00:00:26,00:00:00:00:00:3b,1774,7
+2377246604.0ns,28,Add Reactive,00:00:00:00:00:39,00:00:00:00:00:33,2816,6
+2378003385.0ns,20,Add Reactive,00:00:00:00:00:26,00:00:00:00:00:19,1847,7
+2378308479.0ns,50,Add Reactive,00:00:00:00:00:22,00:00:00:00:00:32,1100,7
+2379064036.0ns,39,Add Reactive,00:00:00:00:00:26,00:00:00:00:00:15,2734,7
+2379390806.0ns,15,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:0d,133,6
+2380139450.0ns,41,Add Reactive,00:00:00:00:00:26,00:00:00:00:00:28,3621,7
+2380453020.0ns,28,Add Reactive,00:00:00:00:00:22,00:00:00:00:00:33,1987,7
+2381370401.0ns,26,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:0f,1986,3
+2381513515.0ns,0,Add Reactive,00:00:00:00:00:39,00:00:00:00:00:1d,3703,6
+2382116971.0ns,14,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:1b,55,7
+2382576247.0ns,53,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:10,241,6
+2383177531.0ns,2,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:0f,152,7
+2383677977.0ns,0,Add Reactive,00:00:00:00:00:22,00:00:00:00:00:1d,2874,7
+2384278151.0ns,5,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:03,1039,7
+2384759823.0ns,33,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:36,275,6
+2385378659.0ns,21,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:06,1926,7
+2385379990.0ns,43,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:2a,5537,9
+2386269541.0ns,34,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:39,318,3
+2386269541.0ns,34,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:39,318,3
+2386441282.0ns,59,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:2c,6489,9
+2386442405.0ns,20,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:16,2813,7
+2387036189.0ns,56,Add Reactive,00:00:00:00:00:23,00:00:00:00:00:23,887,5
+2387503915.0ns,43,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:2a,6248,9
+2388119017.0ns,15,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:0d,283,4
+2388604881.0ns,43,Add Reactive,00:00:00:00:00:3b,00:00:00:00:00:2a,3658,7
+2389201478.0ns,49,Add Reactive,00:00:00:00:00:23,00:00:00:00:00:39,1831,5
+2389666162.0ns,32,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:3c,7273,11
+2390603033.0ns,3,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:1b,2048,3
+2390603159.0ns,25,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:1b,2064,3
+2390726617.0ns,31,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:21,4877,10
+2390728344.0ns,33,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:36,294,6
+2390728808.0ns,50,Add Reactive,00:00:00:00:00:23,00:00:00:00:00:32,2816,5
+2391789926.0ns,49,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:22,390,6
+2391792009.0ns,59,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:2c,7200,9
+2392852999.0ns,32,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:3c,6473,13
+2392853385.0ns,28,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:20,5784,10
+2393914688.0ns,31,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:21,6493,10
+2393915149.0ns,49,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:22,409,6
+2393915852.0ns,39,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:15,3700,7
+2393916081.0ns,26,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:04,63,7
+2394978777.0ns,0,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:1d,6671,10
+2394978990.0ns,59,Add Reactive,00:00:00:00:00:3b,00:00:00:00:00:2c,4610,7
+2394979872.0ns,53,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:10,391,4
+2396041685.0ns,33,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:36,444,4
+2396062070.0ns,41,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:28,4587,7
+2396063404.0ns,14,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:1b,118,7
+2397185011.0ns,2,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:0f,215,7
+2398225882.0ns,49,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:22,559,4
+2398265631.0ns,5,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:03,1102,7
+2398267403.0ns,43,Add Reactive,00:00:00:00:00:26,00:00:00:00:00:2a,4545,7
+2399328684.0ns,32,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:3c,6554,9
+2399455385.0ns,55,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:23,523,3
+2399455385.0ns,55,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:23,523,3
+2399455594.0ns,40,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:23,381,3
+2399455594.0ns,40,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:23,381,3
+2400221891.0ns,34,Add Reactive,00:00:00:00:00:38,00:00:00:00:00:38,887,5
+2400389139.0ns,31,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:21,6493,8
+2400391265.0ns,21,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:06,1989,7
+2401450825.0ns,28,Add Reactive,00:00:00:00:00:23,00:00:00:00:00:33,3703,5
+2401452490.0ns,56,Add Reactive,00:00:00:00:00:38,00:00:00:00:00:23,1774,5
+2401453216.0ns,43,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:2a,5511,7
+2401454095.0ns,26,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:1a,891,8
+2402513448.0ns,49,Add Reactive,00:00:00:00:00:38,00:00:00:00:00:39,2718,5
+2402515527.0ns,28,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:20,7400,10
+2402516304.0ns,20,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:16,2876,7
+2402516874.0ns,14,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:1b,946,8
+2403579111.0ns,39,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:15,3763,7
+2403580312.0ns,59,Add Reactive,00:00:00:00:00:26,00:00:00:00:00:2c,5497,7
+2404660889.0ns,32,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:3c,7265,9
+2404663526.0ns,2,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:0f,1043,8
+2405723535.0ns,50,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:32,1375,6
+2405725458.0ns,41,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:28,4650,7
+2406788273.0ns,0,Add Reactive,00:00:00:00:00:23,00:00:00:00:00:1d,4590,5
+2406827987.0ns,5,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:03,1930,8
+2407851488.0ns,34,Add Reactive,00:00:00:00:00:29,00:00:00:00:00:29,887,5
+2407890343.0ns,32,Add Reactive,00:00:00:00:00:3b,00:00:00:00:00:3c,4675,7
+2407891047.0ns,28,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:20,7400,8
+2408952989.0ns,50,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:32,1394,6
+2408953850.0ns,43,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:2a,5574,7
+2410015454.0ns,32,Add Reactive,00:00:00:00:00:26,00:00:00:00:00:3c,5562,7
+2410016918.0ns,28,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:33,2262,6
+2411077413.0ns,0,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:1d,8287,10
+2411079574.0ns,59,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:2c,6463,7
+2411080294.0ns,21,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:06,2817,8
+2412142749.0ns,50,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:32,1544,4
+2413224238.0ns,0,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:1d,8287,8
+2413973538.0ns,20,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:16,3704,8
+2414285321.0ns,28,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:33,2281,6
+2415034189.0ns,39,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:15,4591,8
+2415345816.0ns,0,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:1d,3149,6
+2416243715.0ns,2,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:06,969,3
+2416243715.0ns,2,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:06,55,3
+2416243715.0ns,2,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:06,969,3
+2416243817.0ns,16,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:06,1044,3
+2416243817.0ns,16,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:06,1044,3
+2416406899.0ns,28,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:33,2431,4
+2417010335.0ns,5,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:03,887,11
+2417469683.0ns,56,Add Reactive,00:00:00:00:00:29,00:00:00:00:00:23,1774,5
+2418070843.0ns,21,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:06,1774,11
+2418072691.0ns,32,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:3c,6528,7
+2419010024.0ns,57,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:29,489,3
+2419010024.0ns,57,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:29,489,3
+2419134767.0ns,41,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:28,5478,8
+2419796538.0ns,40,Add Reactive,00:00:00:00:00:3a,00:00:00:00:00:3a,887,5
+2419797644.0ns,50,Add Reactive,00:00:00:00:00:38,00:00:00:00:00:32,3703,5
+2421626491.0ns,31,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:21,4931,12
+2421628010.0ns,43,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:2a,6402,8
+2421628324.0ns,5,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:11,887,10
+2421628975.0ns,20,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:16,2661,11
+2422690419.0ns,34,Add Reactive,00:00:00:00:00:3a,00:00:00:00:00:29,1774,5
+2422691168.0ns,59,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:2c,6526,7
+2422692118.0ns,28,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:20,5838,12
+2423753714.0ns,31,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:21,7390,11
+2423755494.0ns,21,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:06,1774,10
+2424816935.0ns,39,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:15,3548,11
+2424837065.0ns,56,Add Reactive,00:00:00:00:00:3a,00:00:00:00:00:23,2661,5
+2425898516.0ns,59,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:2c,7354,8
+2425937788.0ns,49,Add Reactive,00:00:00:00:00:29,00:00:00:00:00:39,2718,5
+2426960166.0ns,41,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:28,4435,11
+2426999234.0ns,49,Add Reactive,00:00:00:00:00:3a,00:00:00:00:00:39,3605,5
+2428060925.0ns,0,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:1d,3168,6
+2429122008.0ns,28,Add Reactive,00:00:00:00:00:38,00:00:00:00:00:33,4590,5
+2429123122.0ns,20,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:16,2661,10
+2429124040.0ns,43,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:2a,5359,11
+2430185315.0ns,59,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:2c,6311,11
+2430186180.0ns,39,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:15,3548,10
+2430186487.0ns,0,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:1d,3318,4
+2431249780.0ns,41,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:28,4435,10
+2432165895.0ns,50,Add Reactive,00:00:00:00:00:29,00:00:00:00:00:32,3703,5
+2432310263.0ns,43,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:2a,5359,10
+2433267253.0ns,50,Add Reactive,00:00:00:00:00:3a,00:00:00:00:00:32,4590,5
+2433390967.0ns,59,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:2c,6311,10
+2434451999.0ns,31,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:21,6590,13
+2435513067.0ns,0,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:1d,6725,12
+2435513379.0ns,32,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:3c,6591,7
+2436614513.0ns,28,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:20,8297,11
+2437532014.0ns,6,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:1a,2166,3
